 PVI-Measurement from: Date 16:12:19  Time 09:59:11 
                   to:      16:12:19       11:51:19 
            Condition: stopped                      
 -------------------------------------------------- 
 System :
 Temp   :
 Comment:
        :
        :
        :
        :
        :
        :
 -------------------------------------------------- 
 S-FILE   : >unnamed<                               
 RunTime  :   1h  52min  8.0  sek                   
 PotRange :  7.33146e-01V   to   7.39589e-01V       
 CurRange :  5.29124e-03A   to   6.93181e-03A       

Lines:   3365
Columns: 4

 Index        Time/s        Potential/V      Current/A   
    513       1023.00000     7.39436e-01     5.85938e-03 
    514       1025.00000     7.39401e-01     5.87689e-03 
    515       1027.00000     7.39333e-01     5.88090e-03 
    516       1029.00000     7.39457e-01     5.90307e-03 
    517       1031.00000     7.39413e-01     5.90426e-03 
    518       1033.00000     7.39497e-01     5.86996e-03 
    519       1035.00000     7.39514e-01     5.75749e-03 
    520       1037.00000     7.39389e-01     5.74309e-03 
    521       1039.00000     7.39384e-01     5.75309e-03 
    522       1041.00000     7.39345e-01     5.75133e-03 
    523       1043.00000     7.39331e-01     5.74805e-03 
    524       1045.00000     7.39380e-01     5.64282e-03 
    525       1047.00000     7.39418e-01     6.50763e-03 
    526       1049.00000     7.39483e-01     6.52248e-03 
    527       1051.00000     7.39486e-01     6.53931e-03 
    528       1053.00000     7.39384e-01     6.54889e-03 
    529       1055.00000     7.39457e-01     6.57984e-03 
    530       1057.00000     7.39442e-01     6.60552e-03 
    531       1059.00000     7.39378e-01     6.61834e-03 
    532       1061.00000     7.39397e-01     6.62277e-03 
    533       1063.00000     7.39389e-01     6.48052e-03 
    534       1065.00000     7.39429e-01     6.46825e-03 
    535       1067.00000     7.39453e-01     6.54121e-03 
    536       1069.00000     7.39475e-01     6.56350e-03 
    537       1071.00000     7.39432e-01     6.57818e-03 
    538       1073.00000     7.39553e-01     6.58351e-03 
    539       1075.00000     7.39519e-01     6.60935e-03 
    540       1077.00000     7.39346e-01     6.62797e-03 
    541       1079.00000     7.39457e-01     6.63606e-03 
    542       1081.00000     7.39341e-01     6.65395e-03 
    543       1083.00000     7.39453e-01     6.67899e-03 
    544       1085.00000     7.39524e-01     6.69288e-03 
    545       1087.00000     7.39410e-01     6.74240e-03 
    546       1089.00000     7.39451e-01     6.70247e-03 
    547       1091.00000     7.39428e-01     6.61743e-03 
    548       1093.00000     7.39432e-01     6.58033e-03 
    549       1095.00000     7.39438e-01     6.60587e-03 
    550       1097.00000     7.39506e-01     6.62447e-03 
    551       1099.00000     7.39425e-01     6.60641e-03 
    552       1101.00000     7.39492e-01     6.60542e-03 
    553       1103.00000     7.39460e-01     6.60153e-03 
    554       1105.00000     7.39466e-01     6.62828e-03 
    555       1107.00000     7.39354e-01     6.63555e-03 
    556       1109.00000     7.39386e-01     6.64898e-03 
    557       1111.00000     7.39449e-01     6.67877e-03 
    558       1113.00000     7.39451e-01     6.70127e-03 
    559       1115.00000     7.39409e-01     6.70959e-03 
    560       1117.00000     7.39372e-01     6.67682e-03 
    561       1119.00000     7.39426e-01     6.57902e-03 
    562       1121.00000     7.39457e-01     6.55014e-03 
    563       1123.00000     7.39483e-01     6.52565e-03 
    564       1125.00000     7.39405e-01     6.51759e-03 
    565       1127.00000     7.39376e-01     6.55256e-03 
    566       1129.00000     7.39485e-01     6.57520e-03 
    567       1131.00000     7.39343e-01     6.58604e-03 
    568       1133.00000     7.39363e-01     6.63074e-03 
    569       1135.00000     7.39473e-01     6.67016e-03 
    570       1137.00000     7.39435e-01     6.68278e-03 
    571       1139.00000     7.39361e-01     6.68227e-03 
    572       1141.00000     7.39532e-01     6.58870e-03 
    573       1143.00000     7.39416e-01     6.54281e-03 
    574       1145.00000     7.39404e-01     6.56195e-03 
    575       1147.00000     7.39351e-01     6.57381e-03 
    576       1149.00000     7.39504e-01     6.57059e-03 
    577       1151.00000     7.39421e-01     6.59121e-03 
    578       1153.00000     7.39493e-01     6.61392e-03 
    579       1155.00000     7.39431e-01     6.62052e-03 
    580       1157.00000     7.39405e-01     6.64637e-03 
    581       1159.00000     7.39407e-01     6.65988e-03 
    582       1161.00000     7.39417e-01     6.67426e-03 
    583       1163.00000     7.39458e-01     6.68596e-03 
    584       1165.00000     7.39416e-01     6.70420e-03 
    585       1167.00000     7.39443e-01     6.68845e-03 
    586       1169.00000     7.39404e-01     6.59275e-03 
    587       1171.00000     7.39444e-01     6.56063e-03 
    588       1173.00000     7.39396e-01     6.56206e-03 
    589       1175.00000     7.39419e-01     6.56865e-03 
    590       1177.00000     7.39361e-01     6.60040e-03 
    591       1179.00000     7.39484e-01     6.60956e-03 
    592       1181.00000     7.39406e-01     6.63282e-03 
    593       1183.00000     7.39418e-01     6.64611e-03 
    594       1185.00000     7.39441e-01     6.66187e-03 
    595       1187.00000     7.39489e-01     6.67519e-03 
    596       1189.00000     7.39431e-01     6.69953e-03 
    597       1191.00000     7.39524e-01     6.69407e-03 
    598       1193.00000     7.39418e-01     6.55486e-03 
    599       1195.00000     7.39463e-01     6.53400e-03 
    600       1197.00000     7.39472e-01     6.55177e-03 
    601       1199.00000     7.39409e-01     6.55844e-03 
    602       1201.00000     7.39422e-01     6.56531e-03 
    603       1203.00000     7.39385e-01     6.59978e-03 
    604       1205.00000     7.39553e-01     6.60987e-03 
    605       1207.00000     7.39524e-01     6.62828e-03 
    606       1209.00000     7.39398e-01     6.65880e-03 
    607       1211.00000     7.39396e-01     6.67105e-03 
    608       1213.00000     7.39373e-01     6.68181e-03 
    609       1215.00000     7.39427e-01     6.69777e-03 
    610       1217.00000     7.39488e-01     6.66105e-03 
    611       1219.00000     7.39518e-01     6.57313e-03 
    612       1221.00000     7.39487e-01     6.58276e-03 
    613       1223.00000     7.39439e-01     6.59580e-03 
    614       1225.00000     7.39537e-01     6.56503e-03 
    615       1227.00000     7.39476e-01     6.58318e-03 
    616       1229.00000     7.39421e-01     6.58212e-03 
    617       1231.00000     7.39423e-01     6.59759e-03 
    618       1233.00000     7.39418e-01     6.62486e-03 
    619       1235.00000     7.39387e-01     6.64288e-03 
    620       1237.00000     7.39400e-01     6.64674e-03 
    621       1239.00000     7.39412e-01     6.56489e-03 
    622       1241.00000     7.39460e-01     6.55183e-03 
    623       1243.00000     7.39415e-01     6.56267e-03 
    624       1245.00000     7.39494e-01     6.57202e-03 
    625       1247.00000     7.39482e-01     6.58989e-03 
    626       1249.00000     7.39385e-01     6.60378e-03 
    627       1251.00000     7.39500e-01     6.60012e-03 
    628       1253.00000     7.39453e-01     6.61487e-03 
    629       1255.00000     7.39334e-01     6.62626e-03 
    630       1257.00000     7.39494e-01     6.64540e-03 
    631       1259.00000     7.39445e-01     6.66286e-03 
    632       1261.00000     7.39480e-01     6.67200e-03 
    633       1263.00000     7.39511e-01     6.68389e-03 
    634       1265.00000     7.39433e-01     6.66342e-03 
    635       1267.00000     7.39426e-01     6.55603e-03 
    636       1269.00000     7.39426e-01     6.52424e-03 
    637       1271.00000     7.39429e-01     6.55850e-03 
    638       1273.00000     7.39446e-01     6.58882e-03 
    639       1275.00000     7.39434e-01     6.59194e-03 
    640       1277.00000     7.39402e-01     6.62027e-03 
    641       1279.00000     7.39387e-01     6.64283e-03 
    642       1281.00000     7.39412e-01     6.64765e-03 
    643       1283.00000     7.39486e-01     6.68669e-03 
    644       1285.00000     7.39400e-01     6.62163e-03 
    645       1287.00000     7.39382e-01     6.52115e-03 
    646       1289.00000     7.39454e-01     6.56669e-03 
    647       1291.00000     7.39458e-01     6.66243e-03 
    648       1293.00000     7.39497e-01     6.66497e-03 
    649       1295.00000     7.39460e-01     6.65459e-03 
    650       1297.00000     7.39386e-01     6.66706e-03 
    651       1299.00000     7.39393e-01     6.65651e-03 
    652       1301.00000     7.39432e-01     6.65122e-03 
    653       1303.00000     7.39428e-01     6.66616e-03 
    654       1305.00000     7.39481e-01     6.68850e-03 
    655       1307.00000     7.39462e-01     6.69839e-03 
    656       1309.00000     7.39486e-01     6.70466e-03 
    657       1311.00000     7.39515e-01     6.62473e-03 
    658       1313.00000     7.39406e-01     6.53611e-03 
    659       1315.00000     7.39425e-01     6.51779e-03 
    660       1317.00000     7.39363e-01     6.52520e-03 
    661       1319.00000     7.39431e-01     6.53406e-03 
    662       1321.00000     7.39544e-01     6.55595e-03 
    663       1323.00000     7.39462e-01     6.56642e-03 
    664       1325.00000     7.39386e-01     6.59307e-03 
    665       1327.00000     7.39470e-01     6.60656e-03 
    666       1329.00000     7.39435e-01     6.62971e-03 
    667       1331.00000     7.39407e-01     6.65175e-03 
    668       1333.00000     7.39408e-01     6.61133e-03 
    669       1335.00000     7.39459e-01     6.51099e-03 
    670       1337.00000     7.39501e-01     6.51604e-03 
    671       1339.00000     7.39438e-01     6.52707e-03 
    672       1341.00000     7.39443e-01     6.54640e-03 
    673       1343.00000     7.39375e-01     6.53583e-03 
    674       1345.00000     7.39373e-01     6.54424e-03 
    675       1347.00000     7.39420e-01     6.55921e-03 
    676       1349.00000     7.39477e-01     6.59495e-03 
    677       1351.00000     7.39453e-01     6.59473e-03 
    678       1353.00000     7.39533e-01     6.62813e-03 
    679       1355.00000     7.39522e-01     6.64810e-03 
    680       1357.00000     7.39456e-01     6.65259e-03 
    681       1359.00000     7.39397e-01     6.66832e-03 
    682       1361.00000     7.39511e-01     6.54490e-03 
    683       1363.00000     7.39369e-01     6.49712e-03 
    684       1365.00000     7.39483e-01     6.52254e-03 
    685       1367.00000     7.39454e-01     6.52499e-03 
    686       1369.00000     7.39400e-01     6.51426e-03 
    687       1371.00000     7.39376e-01     6.52751e-03 
    688       1373.00000     7.39497e-01     6.55117e-03 
    689       1375.00000     7.39410e-01     6.56499e-03 
    690       1377.00000     7.39434e-01     6.58363e-03 
    691       1379.00000     7.39418e-01     6.59085e-03 
    692       1381.00000     7.39495e-01     6.59749e-03 
    693       1383.00000     7.39450e-01     6.60234e-03 
    694       1385.00000     7.39412e-01     6.56478e-03 
    695       1387.00000     7.39394e-01     6.49105e-03 
    696       1389.00000     7.39498e-01     6.49534e-03 
    697       1391.00000     7.39396e-01     6.50420e-03 
    698       1393.00000     7.39513e-01     6.51010e-03 
    699       1395.00000     7.39363e-01     6.53182e-03 
    700       1397.00000     7.39492e-01     6.54357e-03 
    701       1399.00000     7.39434e-01     6.56516e-03 
    702       1401.00000     7.39467e-01     6.59058e-03 
    703       1403.00000     7.39461e-01     6.60105e-03 
    704       1405.00000     7.39392e-01     6.62642e-03 
    705       1407.00000     7.39433e-01     6.63761e-03 
    706       1409.00000     7.39524e-01     6.49523e-03 
    707       1411.00000     7.39405e-01     6.47696e-03 
    708       1413.00000     7.39432e-01     6.50073e-03 
    709       1415.00000     7.39479e-01     6.50642e-03 
    710       1417.00000     7.39542e-01     6.52868e-03 
    711       1419.00000     7.39405e-01     6.52573e-03 
    712       1421.00000     7.39374e-01     6.53898e-03 
    713       1423.00000     7.39393e-01     6.56124e-03 
    714       1425.00000     7.39351e-01     6.56880e-03 
    715       1427.00000     7.39329e-01     6.60060e-03 
    716       1429.00000     7.39446e-01     6.61834e-03 
    717       1431.00000     7.39420e-01     6.58380e-03 
    718       1433.00000     7.39421e-01     6.44640e-03 
    719       1435.00000     7.39370e-01     6.43429e-03 
    720       1437.00000     7.39388e-01     6.43171e-03 
    721       1439.00000     7.39286e-01     6.44454e-03 
    722       1441.00000     7.39389e-01     6.48678e-03 
    723       1443.00000     7.39393e-01     6.49617e-03 
    724       1445.00000     7.39471e-01     6.51703e-03 
    725       1447.00000     7.39382e-01     6.53308e-03 
    726       1449.00000     7.39513e-01     6.54165e-03 
    727       1451.00000     7.39430e-01     6.42032e-03 
    728       1453.00000     7.39339e-01     6.38664e-03 
    729       1455.00000     7.39356e-01     6.39726e-03 
    730       1457.00000     7.39328e-01     6.41095e-03 
    731       1459.00000     7.39451e-01     6.43404e-03 
    732       1461.00000     7.39408e-01     6.47582e-03 
    733       1463.00000     7.39446e-01     6.48791e-03 
    734       1465.00000     7.39500e-01     6.49990e-03 
    735       1467.00000     7.39450e-01     6.52296e-03 
    736       1469.00000     7.39394e-01     6.54821e-03 
    737       1471.00000     7.39445e-01     6.57974e-03 
    738       1473.00000     7.39447e-01     6.58582e-03 
    739       1475.00000     7.39405e-01     6.41283e-03 
    740       1477.00000     7.39454e-01     6.41693e-03 
    741       1479.00000     7.39524e-01     6.41901e-03 
    742       1481.00000     7.39426e-01     6.43090e-03 
    743       1483.00000     7.39455e-01     6.43869e-03 
    744       1485.00000     7.39380e-01     6.44315e-03 
    745       1487.00000     7.39451e-01     6.46294e-03 
    746       1489.00000     7.39479e-01     6.45773e-03 
    747       1491.00000     7.39486e-01     6.47362e-03 
    748       1493.00000     7.39455e-01     6.50268e-03 
    749       1495.00000     7.39459e-01     6.51699e-03 
    750       1497.00000     7.39453e-01     6.52302e-03 
    751       1499.00000     7.39430e-01     6.53669e-03 
    752       1501.00000     7.39475e-01     6.50109e-03 
    753       1503.00000     7.39385e-01     6.38539e-03 
    754       1505.00000     7.39493e-01     6.39806e-03 
    755       1507.00000     7.39489e-01     6.41346e-03 
    756       1509.00000     7.39559e-01     6.43779e-03 
    757       1511.00000     7.39412e-01     6.48881e-03 
    758       1513.00000     7.39471e-01     6.47474e-03 
    759       1515.00000     7.39535e-01     6.48895e-03 
    760       1517.00000     7.39424e-01     6.50145e-03 
