File............:  ni3-xiegc - DEC,26.2017

System..........:  Ni-xiegc3
Temperature.....:  -1.3+-0.1C
Time............:  08:18:33-08:27:15
Slewrate........:  100mV/s
Comment.........:  0.6-1.9
                   
                   
                   
                   
Electr.area/sqcm:  
                   
Cyclic voltammogram

Lines:   4015
Columns: 3

Number    Time/s    Potential/V   Current/A 
2008        260.8      -0.396     -4.639e-06
2009        261.0      -0.390     -3.860e-06
2010        261.1      -0.377     -1.908e-06
2011        261.2      -0.364     -1.334e-06
2012        261.4      -0.351     -1.911e-07
2013        261.5      -0.338      5.604e-07
2014        261.6      -0.325      9.200e-07
2015        261.8      -0.312      2.262e-06
2016        261.9      -0.299      2.384e-06
2017        262.0      -0.286      2.528e-06
2018        262.1      -0.273      3.174e-06
2019        262.3      -0.260      3.854e-06
2020        262.4      -0.247      3.083e-06
2021        262.5      -0.234      3.996e-06
2022        262.7      -0.221      4.474e-06
2023        262.8      -0.208      4.719e-06
2024        262.9      -0.195      4.788e-06
2025        263.1      -0.182      4.553e-06
2026        263.2      -0.169      5.321e-06
2027        263.3      -0.156      5.453e-06
2028        263.4      -0.143      6.194e-06
2029        263.6      -0.130      5.040e-06
2030        263.7      -0.117      6.329e-06
2031        263.8      -0.104      6.009e-06
2032        264.0      -0.091      6.785e-06
2033        264.1      -0.078      6.605e-06
2034        264.2      -0.065      7.373e-06
2035        264.4      -0.052      7.566e-06
2036        264.5      -0.039      7.275e-06
2037        264.6      -0.026      8.034e-06
2038        264.7      -0.013      8.330e-06
2039        264.9       0.001      9.095e-06
2040        265.0       0.014      1.079e-05
2041        265.1       0.027      1.241e-05
2042        265.3       0.040      1.406e-05
2043        265.4       0.053      1.483e-05
2044        265.5       0.066      1.731e-05
2045        265.7       0.079      2.005e-05
2046        265.8       0.092      2.223e-05
2047        265.9       0.105      2.465e-05
2048        266.0       0.118      2.665e-05
2049        266.2       0.131      2.970e-05
2050        266.3       0.144      3.379e-05
2051        266.4       0.157      3.713e-05
2052        266.6       0.170      4.239e-05
2053        266.7       0.183      4.906e-05
2054        266.8       0.196      5.749e-05
2055        267.0       0.209      6.552e-05
2056        267.1       0.222      7.554e-05
2057        267.2       0.235      8.840e-05
2058        267.3       0.248      1.035e-04
2059        267.5       0.261      1.199e-04
2060        267.6       0.274      1.388e-04
2061        267.7       0.287      1.640e-04
2062        267.9       0.300      1.947e-04
2063        268.0       0.313      2.273e-04
2064        268.1       0.326      2.642e-04
2065        268.3       0.339      3.062e-04
2066        268.4       0.352      3.487e-04
2067        268.5       0.365      3.952e-04
2068        268.6       0.378      4.453e-04
2069        268.8       0.391      5.010e-04
2070        268.9       0.404      5.624e-04
2071        269.0       0.417      6.299e-04
2072        269.2       0.430      6.997e-04
2073        269.3       0.443      7.763e-04
2074        269.4       0.456      8.582e-04
2075        269.6       0.469      9.426e-04
2076        269.7       0.482      1.033e-03
2077        269.8       0.495      1.129e-03
2078        269.9       0.508      1.228e-03
2079        270.1       0.521      1.334e-03
2080        270.2       0.534      1.443e-03
2081        270.3       0.547      1.550e-03
2082        270.5       0.560      1.664e-03
2083        270.6       0.573      1.783e-03
2084        270.7       0.586      1.893e-03
2085        270.9       0.599      2.013e-03
2086        271.0       0.612      2.124e-03
2087        271.1       0.625      2.246e-03
2088        271.2       0.638      2.360e-03
2089        271.4       0.651      2.477e-03
2090        271.5       0.664      2.591e-03
2091        271.6       0.677      2.706e-03
2092        271.8       0.690      2.813e-03
2093        271.9       0.703      2.920e-03
2094        272.0       0.716      3.024e-03
2095        272.2       0.729      3.123e-03
2096        272.3       0.742      3.229e-03
2097        272.4       0.755      3.335e-03
2098        272.5       0.768      3.435e-03
2099        272.7       0.781      3.527e-03
2100        272.8       0.794      3.623e-03
2101        272.9       0.807      3.718e-03
2102        273.1       0.820      3.798e-03
2103        273.2       0.833      3.897e-03
2104        273.3       0.846      3.992e-03
2105        273.5       0.859      4.080e-03
2106        273.6       0.872      4.168e-03
2107        273.7       0.885      4.256e-03
2108        273.8       0.896      4.305e-03
2109        274.0       0.890      4.011e-03
2110        274.1       0.877      3.681e-03
2111        274.2       0.864      3.402e-03
2112        274.4       0.851      3.159e-03
2113        274.5       0.838      2.935e-03
2114        274.6       0.825      2.710e-03
2115        274.8       0.812      2.521e-03
2116        274.9       0.799      2.349e-03
2117        275.0       0.786      2.176e-03
2118        275.1       0.773      2.020e-03
2119        275.3       0.760      1.873e-03
2120        275.4       0.747      1.734e-03
2121        275.5       0.734      1.609e-03
2122        275.7       0.720      1.487e-03
2123        275.8       0.708      1.360e-03
2124        275.9       0.695      1.246e-03
2125        276.1       0.681      1.151e-03
2126        276.2       0.669      1.063e-03
2127        276.3       0.656      9.760e-04
2128        276.4       0.642      8.956e-04
2129        276.6       0.630      8.214e-04
2130        276.7       0.617      7.534e-04
2131        276.8       0.603      6.911e-04
2132        277.0       0.591      6.324e-04
2133        277.1       0.578      5.796e-04
2134        277.2       0.564      5.319e-04
2135        277.4       0.551      4.856e-04
2136        277.5       0.539      4.432e-04
2137        277.6       0.525      4.059e-04
2138        277.7       0.512      3.709e-04
2139        277.9       0.500      3.384e-04
2140        278.0       0.486      3.071e-04
2141        278.1       0.473      2.784e-04
2142        278.3       0.460      2.547e-04
2143        278.4       0.447      2.304e-04
2144        278.5       0.434      2.089e-04
2145        278.7       0.421      1.876e-04
2146        278.8       0.408      1.681e-04
2147        278.9       0.395      1.509e-04
2148        279.0       0.382      1.364e-04
2149        279.2       0.369      1.212e-04
2150        279.3       0.356      1.073e-04
2151        279.4       0.343      9.412e-05
2152        279.6       0.330      8.062e-05
2153        279.7       0.317      6.939e-05
2154        279.8       0.304      5.873e-05
2155        280.0       0.291      4.881e-05
2156        280.1       0.278      4.118e-05
2157        280.2       0.265      3.360e-05
2158        280.3       0.252      2.667e-05
2159        280.5       0.239      2.152e-05
2160        280.6       0.226      1.817e-05
2161        280.7       0.213      1.449e-05
2162        280.9       0.200      1.184e-05
2163        281.0       0.187      9.664e-06
2164        281.1       0.174      8.350e-06
2165        281.3       0.161      6.629e-06
2166        281.4       0.148      5.214e-06
2167        281.5       0.135      5.329e-06
2168        281.6       0.122      4.727e-06
2169        281.8       0.109      4.223e-06
2170        281.9       0.096      4.450e-06
2171        282.0       0.083      3.783e-06
2172        282.2       0.070      2.950e-06
2173        282.3       0.057      1.936e-06
2174        282.4       0.044      2.286e-06
2175        282.6       0.031      6.114e-07
2176        282.7       0.018      9.842e-07
2177        282.8       0.005      4.804e-07
2178        282.9      -0.008     -1.848e-07
2179        283.1      -0.021     -1.551e-07
2180        283.2      -0.034     -2.512e-07
2181        283.3      -0.047      4.205e-08
2182        283.5      -0.060     -4.288e-07
2183        283.6      -0.073     -1.426e-07
2184        283.7      -0.086     -5.855e-07
2185        283.9      -0.099      2.493e-07
2186        284.0      -0.112     -3.110e-07
2187        284.1      -0.125     -3.851e-07
2188        284.2      -0.138     -3.215e-07
2189        284.4      -0.151     -5.720e-07
2190        284.5      -0.164     -9.195e-07
2191        284.6      -0.177     -3.817e-07
2192        284.8      -0.190     -5.100e-07
2193        284.9      -0.203     -9.326e-07
2194        285.0      -0.216     -7.860e-07
2195        285.2      -0.229     -1.056e-06
2196        285.3      -0.242     -1.327e-06
2197        285.4      -0.255     -2.039e-06
2198        285.5      -0.268     -1.164e-06
2199        285.7      -0.281     -1.999e-06
2200        285.8      -0.294     -2.153e-06
2201        285.9      -0.307     -3.126e-06
2202        286.1      -0.320     -2.601e-06
2203        286.2      -0.333     -2.502e-06
2204        286.3      -0.346     -3.041e-06
2205        286.5      -0.359     -3.324e-06
2206        286.6      -0.372     -2.252e-06
2207        286.7      -0.385     -4.085e-06
2208        286.8      -0.396     -3.900e-06
2209        287.0      -0.390     -2.737e-06
2210        287.1      -0.377     -1.338e-06
2211        287.2      -0.364     -8.931e-07
2212        287.4      -0.351      6.837e-07
2213        287.5      -0.338      7.337e-07
2214        287.6      -0.325      1.581e-06
2215        287.8      -0.312      2.336e-06
2216        287.9      -0.299      2.267e-06
2217        288.0      -0.286      2.695e-06
2218        288.1      -0.273      3.543e-06
2219        288.3      -0.260      3.585e-06
2220        288.4      -0.247      3.860e-06
2221        288.5      -0.234      4.219e-06
2222        288.7      -0.221      4.224e-06
2223        288.8      -0.208      4.624e-06
2224        288.9      -0.195      4.987e-06
2225        289.1      -0.182      4.982e-06
2226        289.2      -0.169      4.802e-06
2227        289.3      -0.156      5.899e-06
2228        289.4      -0.143      5.741e-06
2229        289.6      -0.130      5.771e-06
2230        289.7      -0.117      5.626e-06
2231        289.8      -0.104      5.877e-06
2232        290.0      -0.091      7.265e-06
2233        290.1      -0.078      6.866e-06
2234        290.2      -0.065      6.988e-06
2235        290.4      -0.052      7.649e-06
2236        290.5      -0.039      8.117e-06
2237        290.6      -0.026      8.146e-06
2238        290.7      -0.013      8.721e-06
2239        290.9       0.001      9.467e-06
2240        291.0       0.014      1.063e-05
2241        291.1       0.027      1.200e-05
2242        291.3       0.040      1.354e-05
2243        291.4       0.053      1.489e-05
2244        291.5       0.066      1.727e-05
2245        291.7       0.079      1.887e-05
2246        291.8       0.092      2.118e-05
2247        291.9       0.105      2.325e-05
2248        292.0       0.118      2.501e-05
2249        292.2       0.131      2.716e-05
2250        292.3       0.144      3.075e-05
2251        292.4       0.157      3.404e-05
2252        292.6       0.170      3.959e-05
2253        292.7       0.183      4.533e-05
2254        292.8       0.196      5.255e-05
2255        293.0       0.209      6.135e-05
2256        293.1       0.222      7.167e-05
2257        293.2       0.235      8.435e-05
2258        293.3       0.248      9.757e-05
2259        293.5       0.261      1.149e-04
2260        293.6       0.274      1.348e-04
2261        293.7       0.287      1.585e-04
2262        293.9       0.300      1.863e-04
2263        294.0       0.313      2.185e-04
2264        294.1       0.326      2.535e-04
2265        294.3       0.339      2.913e-04
2266        294.4       0.352      3.319e-04
2267        294.5       0.365      3.755e-04
2268        294.6       0.378      4.238e-04
2269        294.8       0.391      4.768e-04
2270        294.9       0.404      5.355e-04
2271        295.0       0.417      5.974e-04
2272        295.2       0.430      6.627e-04
2273        295.3       0.443      7.333e-04
2274        295.4       0.456      8.107e-04
2275        295.6       0.469      8.918e-04
2276        295.7       0.482      9.789e-04
2277        295.8       0.495      1.068e-03
2278        295.9       0.508      1.168e-03
2279        296.1       0.521      1.266e-03
2280        296.2       0.534      1.370e-03
2281        296.3       0.547      1.478e-03
2282        296.5       0.560      1.589e-03
2283        296.6       0.573      1.700e-03
2284        296.7       0.586      1.812e-03
2285        296.9       0.599      1.924e-03
2286        297.0       0.612      2.032e-03
2287        297.1       0.625      2.144e-03
2288        297.2       0.638      2.258e-03
2289        297.4       0.651      2.376e-03
2290        297.5       0.664      2.481e-03
2291        297.6       0.677      2.591e-03
2292        297.8       0.690      2.703e-03
2293        297.9       0.703      2.804e-03
2294        298.0       0.716      2.910e-03
2295        298.2       0.729      3.005e-03
2296        298.3       0.742      3.106e-03
2297        298.4       0.755      3.197e-03
2298        298.5       0.768      3.295e-03
2299        298.7       0.781      3.389e-03
2300        298.8       0.794      3.485e-03
2301        298.9       0.807      3.570e-03
2302        299.1       0.820      3.668e-03
2303        299.2       0.833      3.750e-03
2304        299.3       0.846      3.834e-03
2305        299.5       0.859      3.926e-03
2306        299.6       0.872      4.008e-03
2307        299.7       0.885      4.088e-03
2308        299.8       0.896      4.139e-03
2309        300.0       0.890      3.850e-03
2310        300.1       0.877      3.527e-03
2311        300.2       0.864      3.253e-03
2312        300.4       0.851      3.007e-03
2313        300.5       0.838      2.791e-03
2314        300.6       0.825      2.589e-03
2315        300.8       0.812      2.404e-03
2316        300.9       0.799      2.224e-03
2317        301.0       0.786      2.062e-03
2318        301.1       0.773      1.918e-03
2319        301.3       0.760      1.780e-03
2320        301.4       0.747      1.658e-03
2321        301.5       0.734      1.528e-03
2322        301.7       0.721      1.415e-03
2323        301.8       0.707      1.306e-03
2324        301.9       0.695      1.210e-03
2325        302.1       0.682      1.116e-03
2326        302.2       0.668      1.026e-03
2327        302.3       0.655      9.422e-04
2328        302.4       0.643      8.692e-04
2329        302.6       0.629      7.958e-04
2330        302.7       0.617      7.336e-04
2331        302.8       0.604      6.726e-04
2332        303.0       0.590      6.130e-04
2333        303.1       0.577      5.667e-04
2334        303.2       0.565      5.182e-04
2335        303.4       0.551      4.744e-04
2336        303.5       0.538      4.339e-04
2337        303.6       0.525      3.973e-04
2338        303.7       0.512      3.628e-04
2339        303.9       0.499      3.302e-04
2340        304.0       0.487      3.006e-04
2341        304.1       0.473      2.741e-04
2342        304.3       0.460      2.495e-04
2343        304.4       0.447      2.302e-04
2344        304.5       0.434      2.090e-04
2345        304.7       0.421      1.877e-04
2346        304.8       0.408      1.695e-04
2347        304.9       0.395      1.505e-04
2348        305.0       0.382      1.328e-04
2349        305.2       0.369      1.208e-04
2350        305.3       0.356      1.067e-04
2351        305.4       0.343      9.359e-05
2352        305.6       0.330      8.135e-05
2353        305.7       0.317      6.988e-05
2354        305.8       0.304      5.891e-05
2355        306.0       0.291      4.950e-05
2356        306.1       0.278      4.118e-05
2357        306.2       0.265      3.375e-05
2358        306.3       0.252      2.831e-05
2359        306.5       0.239      2.225e-05
2360        306.6       0.226      1.858e-05
2361        306.7       0.213      1.484e-05
2362        306.9       0.200      1.296e-05
2363        307.0       0.187      9.673e-06
2364        307.1       0.174      8.547e-06
2365        307.3       0.161      7.355e-06
2366        307.4       0.148      6.046e-06
2367        307.5       0.135      5.516e-06
2368        307.6       0.122      5.148e-06
2369        307.8       0.109      4.182e-06
2370        307.9       0.096      3.999e-06
2371        308.0       0.083      4.344e-06
2372        308.2       0.070      2.444e-06
2373        308.3       0.057      2.615e-06
2374        308.4       0.044      2.145e-06
2375        308.6       0.031      1.879e-06
2376        308.7       0.018      9.832e-07
2377        308.8       0.005      9.350e-07
2378        308.9      -0.008     -8.671e-08
2379        309.1      -0.021      4.676e-07
2380        309.2      -0.034     -3.225e-07
2381        309.3      -0.047      2.172e-07
2382        309.5      -0.060      7.306e-08
2383        309.6      -0.073     -1.001e-07
2384        309.7      -0.086      8.145e-08
2385        309.9      -0.099      5.049e-07
2386        310.0      -0.112      5.617e-07
2387        310.1      -0.125      6.517e-07
2388        310.2      -0.138     -3.469e-07
2389        310.4      -0.151      3.074e-07
2390        310.5      -0.164      1.660e-07
2391        310.6      -0.177     -4.011e-07
2392        310.8      -0.190     -1.546e-07
2393        310.9      -0.203      1.768e-07
2394        311.0      -0.216     -3.809e-08
2395        311.2      -0.229      2.574e-07
2396        311.3      -0.242     -5.193e-07
2397        311.4      -0.255     -1.063e-06
2398        311.5      -0.268     -1.124e-06
2399        311.7      -0.281     -1.670e-06
2400        311.8      -0.294     -1.486e-06
2401        311.9      -0.307     -1.404e-06
2402        312.1      -0.320     -2.014e-06
2403        312.2      -0.333     -2.024e-06
2404        312.3      -0.346     -1.151e-06
2405        312.5      -0.359     -2.184e-06
2406        312.6      -0.372     -2.621e-06
2407        312.7      -0.385     -2.959e-06
2408        312.8      -0.396     -2.567e-06
2409        313.0      -0.390     -1.478e-06
2410        313.1      -0.377     -3.187e-07
2411        313.2      -0.364      6.603e-07
2412        313.4      -0.351     -1.708e-07
2413        313.5      -0.338      1.485e-06
2414        313.6      -0.325      1.949e-06
2415        313.8      -0.312      2.522e-06
2416        313.9      -0.299      2.995e-06
2417        314.0      -0.286      3.106e-06
2418        314.1      -0.273      3.446e-06
2419        314.3      -0.260      4.180e-06
2420        314.4      -0.247      3.599e-06
2421        314.5      -0.234      4.018e-06
2422        314.7      -0.221      4.257e-06
2423        314.8      -0.208      4.866e-06
2424        314.9      -0.195      4.646e-06
2425        315.1      -0.182      5.158e-06
2426        315.2      -0.169      5.818e-06
2427        315.3      -0.156      5.871e-06
2428        315.4      -0.143      5.879e-06
2429        315.6      -0.130      6.024e-06
2430        315.7      -0.117      6.664e-06
2431        315.8      -0.104      6.110e-06
2432        316.0      -0.091      6.321e-06
2433        316.1      -0.078      6.647e-06
2434        316.2      -0.065      7.362e-06
2435        316.4      -0.052      6.782e-06
2436        316.5      -0.039      7.573e-06
2437        316.6      -0.026      7.775e-06
2438        316.7      -0.013      9.034e-06
2439        316.9       0.001      9.672e-06
2440        317.0       0.014      1.036e-05
2441        317.1       0.027      1.138e-05
2442        317.3       0.040      1.255e-05
2443        317.4       0.053      1.386e-05
2444        317.5       0.066      1.617e-05
2445        317.7       0.079      1.860e-05
2446        317.8       0.092      2.034e-05
2447        317.9       0.105      2.213e-05
2448        318.0       0.118      2.419e-05
2449        318.2       0.131      2.554e-05
2450        318.3       0.144      2.913e-05
2451        318.4       0.157      3.271e-05
2452        318.6       0.170      3.694e-05
2453        318.7       0.183      4.279e-05
2454        318.8       0.196      5.007e-05
2455        319.0       0.209      5.835e-05
2456        319.1       0.222      6.819e-05
2457        319.2       0.235      8.015e-05
2458        319.3       0.248      9.414e-05
2459        319.5       0.261      1.105e-04
2460        319.6       0.274      1.295e-04
2461        319.7       0.287      1.519e-04
2462        319.9       0.300      1.787e-04
2463        320.0       0.313      2.081e-04
2464        320.1       0.326      2.423e-04
2465        320.3       0.339      2.783e-04
2466        320.4       0.352      3.159e-04
2467        320.5       0.365      3.600e-04
2468        320.6       0.378      4.069e-04
2469        320.8       0.391      4.572e-04
2470        320.9       0.404      5.111e-04
2471        321.0       0.417      5.697e-04
2472        321.2       0.430      6.327e-04
2473        321.3       0.443      6.987e-04
2474        321.4       0.456      7.737e-04
2475        321.6       0.469      8.511e-04
2476        321.7       0.482      9.310e-04
2477        321.8       0.495      1.018e-03
2478        321.9       0.508      1.111e-03
2479        322.1       0.521      1.210e-03
2480        322.2       0.534      1.306e-03
2481        322.3       0.547      1.409e-03
2482        322.5       0.560      1.517e-03
2483        322.6       0.573      1.624e-03
2484        322.7       0.586      1.733e-03
2485        322.9       0.599      1.846e-03
2486        323.0       0.612      1.956e-03
2487        323.1       0.625      2.064e-03
2488        323.2       0.638      2.181e-03
2489        323.4       0.651      2.289e-03
2490        323.5       0.664      2.394e-03
2491        323.6       0.677      2.495e-03
2492        323.8       0.690      2.602e-03
2493        323.9       0.703      2.707e-03
2494        324.0       0.716      2.808e-03
2495        324.2       0.729      2.904e-03
2496        324.3       0.742      3.000e-03
2497        324.4       0.755      3.097e-03
2498        324.5       0.768      3.185e-03
2499        324.7       0.781      3.278e-03
2500        324.8       0.794      3.370e-03
2501        324.9       0.807      3.452e-03
2502        325.1       0.820      3.545e-03
2503        325.2       0.833      3.631e-03
2504        325.3       0.846      3.710e-03
2505        325.5       0.859      3.786e-03
2506        325.6       0.872      3.872e-03
2507        325.7       0.885      3.956e-03
2508        325.8       0.896      4.005e-03
2509        326.0       0.890      3.724e-03
2510        326.1       0.877      3.408e-03
2511        326.2       0.864      3.142e-03
2512        326.4       0.851      2.904e-03
2513        326.5       0.838      2.690e-03
2514        326.6       0.825      2.499e-03
2515        326.8       0.812      2.317e-03
2516        326.9       0.799      2.154e-03
2517        327.0       0.786      2.005e-03
2518        327.1       0.773      1.854e-03
2519        327.3       0.760      1.713e-03
2520        327.4       0.747      1.589e-03
2521        327.5       0.733      1.472e-03
2522        327.7       0.721      1.361e-03
2523        327.8       0.708      1.261e-03
2524        327.9       0.694      1.163e-03
2525        328.1       0.682      1.072e-03
2526        328.2       0.669      9.880e-04
2527        328.3       0.655      9.118e-04
2528        328.4       0.643      8.394e-04
2529        328.6       0.630      7.718e-04
2530        328.7       0.616      7.079e-04
2531        328.8       0.603      6.518e-04
2532        329.0       0.591      5.999e-04
2533        329.1       0.577      5.495e-04
2534        329.2       0.565      5.029e-04
2535        329.4       0.552      4.629e-04
2536        329.5       0.538      4.258e-04
2537        329.6       0.525      3.884e-04
2538        329.7       0.513      3.555e-04
2539        329.9       0.499      3.255e-04
2540        330.0       0.486      2.971e-04
2541        330.1       0.474      2.730e-04
2542        330.3       0.460      2.492e-04
2543        330.4       0.447      2.252e-04
2544        330.5       0.434      2.061e-04
2545        330.7       0.421      1.851e-04
2546        330.8       0.408      1.675e-04
2547        330.9       0.395      1.495e-04
2548        331.0       0.382      1.351e-04
2549        331.2       0.369      1.205e-04
2550        331.3       0.356      1.066e-04
2551        331.4       0.343      9.630e-05
2552        331.6       0.330      8.223e-05
2553        331.7       0.317      7.187e-05
2554        331.8       0.304      6.111e-05
2555        332.0       0.291      5.131e-05
2556        332.1       0.278      4.188e-05
2557        332.2       0.265      3.584e-05
2558        332.3       0.252      2.893e-05
2559        332.5       0.239      2.348e-05
2560        332.6       0.226      1.925e-05
2561        332.7       0.213      1.573e-05
2562        332.9       0.200      1.343e-05
2563        333.0       0.187      1.075e-05
2564        333.1       0.174      8.843e-06
2565        333.3       0.161      7.413e-06
2566        333.4       0.148      6.267e-06
2567        333.5       0.135      5.586e-06
2568        333.6       0.122      5.019e-06
2569        333.8       0.109      3.684e-06
2570        333.9       0.096      4.621e-06
2571        334.0       0.083      3.681e-06
2572        334.2       0.070      3.108e-06
2573        334.3       0.057      3.359e-06
2574        334.4       0.044      2.551e-06
2575        334.6       0.031      1.950e-06
2576        334.7       0.018      1.809e-06
2577        334.8       0.005      9.385e-07
2578        334.9      -0.008      1.217e-06
2579        335.1      -0.021      8.246e-07
2580        335.2      -0.034      7.325e-07
2581        335.3      -0.047     -2.459e-08
2582        335.5      -0.060      6.209e-07
2583        335.6      -0.073      2.470e-07
2584        335.7      -0.086      3.615e-07
2585        335.9      -0.099      7.776e-07
2586        336.0      -0.112      9.306e-07
2587        336.1      -0.125      6.454e-07
2588        336.2      -0.138     -9.553e-09
2589        336.4      -0.151      4.359e-07
2590        336.5      -0.164      5.186e-07
2591        336.6      -0.177     -8.914e-08
2592        336.8      -0.190      5.061e-07
2593        336.9      -0.203      3.425e-07
2594        337.0      -0.216      2.399e-07
2595        337.2      -0.229      6.522e-07
2596        337.3      -0.242      5.748e-07
2597        337.4      -0.255     -1.328e-07
2598        337.5      -0.268      6.852e-07
2599        337.7      -0.281     -6.191e-07
2600        337.8      -0.294     -1.904e-07
2601        337.9      -0.307     -2.147e-07
2602        338.1      -0.320     -1.042e-06
2603        338.2      -0.333     -9.971e-07
2604        338.3      -0.346     -1.312e-06
2605        338.5      -0.359     -1.291e-06
2606        338.6      -0.372     -1.316e-06
2607        338.7      -0.385     -2.473e-06
2608        338.8      -0.396     -2.135e-06
2609        339.0      -0.390     -3.300e-07
2610        339.1      -0.377      6.349e-07
2611        339.2      -0.364      1.491e-06
2612        339.4      -0.351      1.947e-06
2613        339.5      -0.338      2.053e-06
2614        339.6      -0.325      2.809e-06
2615        339.8      -0.312      2.956e-06
2616        339.9      -0.299      3.035e-06
2617        340.0      -0.286      4.147e-06
2618        340.1      -0.273      4.132e-06
2619        340.3      -0.260      4.311e-06
2620        340.4      -0.247      4.022e-06
2621        340.5      -0.234      4.071e-06
2622        340.7      -0.221      4.799e-06
2623        340.8      -0.208      4.751e-06
2624        340.9      -0.195      4.809e-06
2625        341.1      -0.182      4.565e-06
2626        341.2      -0.169      5.482e-06
2627        341.3      -0.156      6.130e-06
2628        341.4      -0.143      5.797e-06
2629        341.6      -0.130      6.219e-06
2630        341.7      -0.117      6.075e-06
2631        341.8      -0.104      6.642e-06
2632        342.0      -0.091      6.385e-06
2633        342.1      -0.078      6.939e-06
2634        342.2      -0.065      7.346e-06
2635        342.4      -0.052      7.093e-06
2636        342.5      -0.039      8.072e-06
2637        342.6      -0.026      7.290e-06
2638        342.7      -0.013      8.633e-06
2639        342.9       0.001      9.307e-06
2640        343.0       0.014      1.020e-05
2641        343.1       0.027      1.230e-05
2642        343.3       0.040      1.191e-05
2643        343.4       0.053      1.442e-05
2644        343.5       0.066      1.544e-05
2645        343.7       0.079      1.721e-05
2646        343.8       0.092      1.885e-05
2647        343.9       0.105      2.113e-05
2648        344.0       0.118      2.345e-05
2649        344.2       0.131      2.557e-05
2650        344.3       0.144      2.732e-05
2651        344.4       0.157      3.092e-05
2652        344.6       0.170      3.496e-05
2653        344.7       0.183      4.060e-05
2654        344.8       0.196      4.773e-05
2655        345.0       0.209      5.558e-05
2656        345.1       0.222      6.612e-05
2657        345.2       0.235      7.726e-05
2658        345.3       0.248      9.188e-05
2659        345.5       0.261      1.087e-04
2660        345.6       0.274      1.281e-04
2661        345.7       0.287      1.510e-04
2662        345.9       0.300      1.761e-04
2663        346.0       0.313      2.046e-04
2664        346.1       0.326      2.379e-04
2665        346.3       0.339      2.723e-04
2666        346.4       0.352      3.106e-04
2667        346.5       0.365      3.523e-04
2668        346.6       0.378      3.980e-04
2669        346.8       0.391      4.446e-04
2670        346.9       0.404      4.989e-04
2671        347.0       0.417      5.540e-04
2672        347.2       0.430      6.154e-04
2673        347.3       0.443      6.802e-04
2674        347.4       0.456      7.507e-04
2675        347.6       0.469      8.263e-04
2676        347.7       0.482      9.035e-04
2677        347.8       0.495      9.853e-04
2678        347.9       0.508      1.071e-03
2679        348.1       0.521      1.166e-03
2680        348.2       0.534      1.262e-03
2681        348.3       0.547      1.361e-03
2682        348.5       0.560      1.458e-03
2683        348.6       0.573      1.563e-03
2684        348.7       0.586      1.666e-03
2685        348.9       0.599      1.770e-03
2686        349.0       0.612      1.879e-03
2687        349.1       0.625      1.985e-03
2688        349.2       0.638      2.093e-03
2689        349.4       0.651      2.200e-03
2690        349.5       0.664      2.307e-03
2691        349.6       0.677      2.416e-03
2692        349.8       0.690      2.508e-03
2693        349.9       0.703      2.609e-03
2694        350.0       0.716      2.711e-03
2695        350.2       0.729      2.802e-03
2696        350.3       0.742      2.897e-03
2697        350.4       0.755      2.989e-03
2698        350.5       0.768      3.080e-03
2699        350.7       0.781      3.165e-03
2700        350.8       0.794      3.255e-03
2701        350.9       0.807      3.340e-03
2702        351.1       0.820      3.430e-03
2703        351.2       0.833      3.511e-03
2704        351.3       0.846      3.589e-03
2705        351.5       0.859      3.667e-03
2706        351.6       0.872      3.739e-03
2707        351.7       0.885      3.816e-03
2708        351.8       0.896      3.865e-03
2709        352.0       0.890      3.586e-03
2710        352.1       0.877      3.278e-03
2711        352.2       0.864      3.021e-03
2712        352.4       0.851      2.793e-03
2713        352.5       0.838      2.597e-03
2714        352.6       0.825      2.408e-03
2715        352.8       0.812      2.234e-03
2716        352.9       0.799      2.071e-03
2717        353.0       0.786      1.921e-03
2718        353.1       0.773      1.784e-03
2719        353.3       0.760      1.657e-03
2720        353.4       0.747      1.534e-03
2721        353.5       0.734      1.421e-03
2722        353.7       0.720      1.315e-03
2723        353.8       0.708      1.217e-03
2724        353.9       0.695      1.123e-03
2725        354.1       0.681      1.038e-03
2726        354.2       0.669      9.545e-04
2727        354.3       0.656      8.780e-04
2728        354.4       0.642      8.081e-04
2729        354.6       0.630      7.472e-04
2730        354.7       0.617      6.860e-04
2731        354.8       0.603      6.327e-04
2732        355.0       0.590      5.829e-04
2733        355.1       0.578      5.337e-04
2734        355.2       0.564      4.900e-04
2735        355.4       0.551      4.500e-04
2736        355.5       0.539      4.132e-04
2737        355.6       0.525      3.800e-04
2738        355.7       0.512      3.464e-04
2739        355.9       0.500      3.175e-04
2740        356.0       0.486      2.896e-04
2741        356.1       0.473      2.652e-04
2742        356.3       0.460      2.414e-04
2743        356.4       0.447      2.195e-04
2744        356.5       0.434      1.998e-04
2745        356.7       0.421      1.813e-04
2746        356.8       0.408      1.639e-04
2747        356.9       0.395      1.485e-04
2748        357.0       0.382      1.340e-04
2749        357.2       0.369      1.194e-04
2750        357.3       0.356      1.063e-04
2751        357.4       0.343      9.451e-05
2752        357.6       0.330      8.225e-05
2753        357.7       0.317      7.044e-05
2754        357.8       0.304      6.048e-05
2755        358.0       0.291      5.150e-05
2756        358.1       0.278      4.263e-05
2757        358.2       0.265      3.470e-05
2758        358.3       0.252      2.881e-05
