File............:  ni3-xiegc - DEC,26.2017

System..........:  Ni-xiegc3
Temperature.....:  -1.3+-0.1C
Time............:  08:18:33-08:27:15
Slewrate........:  100mV/s
Comment.........:  0.6-1.9
                   
                   
                   
                   
Electr.area/sqcm:  
                   
Cyclic voltammogram

Lines:   4015
Columns: 3

Number    Time/s    Potential/V   Current/A 
2759        358.5       0.239      2.345e-05
2760        358.6       0.226      1.992e-05
2761        358.7       0.213      1.545e-05
2762        358.9       0.200      1.355e-05
2763        359.0       0.187      1.131e-05
2764        359.1       0.174      9.266e-06
2765        359.3       0.161      8.160e-06
2766        359.4       0.148      7.053e-06
2767        359.5       0.135      6.123e-06
2768        359.6       0.122      6.525e-06
2769        359.8       0.109      5.413e-06
2770        359.9       0.096      4.159e-06
2771        360.0       0.083      3.915e-06
2772        360.2       0.070      4.035e-06
2773        360.3       0.057      2.196e-06
2774        360.4       0.044      2.791e-06
2775        360.6       0.031      1.793e-06
2776        360.7       0.018      1.223e-06
2777        360.8       0.005      1.415e-06
2778        360.9      -0.008      1.439e-06
2779        361.1      -0.021      1.288e-06
2780        361.2      -0.034      4.606e-07
2781        361.3      -0.047      1.893e-07
2782        361.5      -0.060      3.195e-07
2783        361.6      -0.073      1.073e-06
2784        361.7      -0.086      4.716e-07
2785        361.9      -0.099      6.624e-07
2786        362.0      -0.112      1.344e-06
2787        362.1      -0.125      1.598e-06
2788        362.2      -0.138      4.209e-07
2789        362.4      -0.151      1.240e-06
2790        362.5      -0.164      1.535e-06
2791        362.6      -0.177      1.395e-06
2792        362.8      -0.190      6.223e-07
2793        362.9      -0.203      1.162e-06
2794        363.0      -0.216      5.601e-07
2795        363.2      -0.229      3.972e-07
2796        363.3      -0.242      7.167e-07
2797        363.4      -0.255      1.138e-06
2798        363.5      -0.268      1.501e-07
2799        363.7      -0.281      8.976e-07
2800        363.8      -0.294      5.822e-07
2801        363.9      -0.307      2.890e-07
2802        364.1      -0.320     -6.604e-08
2803        364.2      -0.333     -1.160e-07
2804        364.3      -0.346     -9.920e-08
2805        364.5      -0.359     -5.361e-07
2806        364.6      -0.372      2.362e-07
2807        364.7      -0.385      7.179e-08
2808        364.8      -0.396     -2.287e-07
2809        365.0      -0.390     -4.396e-08
2810        365.1      -0.377      8.018e-07
2811        365.2      -0.364      1.534e-06
2812        365.4      -0.351      2.247e-06
2813        365.5      -0.338      2.543e-06
2814        365.6      -0.325      2.613e-06
2815        365.8      -0.312      3.385e-06
2816        365.9      -0.299      3.681e-06
2817        366.0      -0.286      3.471e-06
2818        366.1      -0.273      3.452e-06
2819        366.3      -0.260      4.516e-06
2820        366.4      -0.247      4.786e-06
2821        366.5      -0.234      4.824e-06
2822        366.7      -0.221      5.017e-06
2823        366.8      -0.208      5.247e-06
2824        366.9      -0.195      4.839e-06
2825        367.1      -0.182      5.260e-06
2826        367.2      -0.169      5.503e-06
2827        367.3      -0.156      5.443e-06
2828        367.4      -0.143      6.079e-06
2829        367.6      -0.130      6.221e-06
2830        367.7      -0.117      6.801e-06
2831        367.8      -0.104      7.062e-06
2832        368.0      -0.091      6.476e-06
2833        368.1      -0.078      6.704e-06
2834        368.2      -0.065      7.050e-06
2835        368.4      -0.052      7.678e-06
2836        368.5      -0.039      7.761e-06
2837        368.6      -0.026      8.619e-06
2838        368.7      -0.013      9.650e-06
2839        368.9       0.001      9.203e-06
2840        369.0       0.014      1.042e-05
2841        369.1       0.027      1.086e-05
2842        369.3       0.040      1.243e-05
2843        369.4       0.053      1.330e-05
2844        369.5       0.066      1.539e-05
2845        369.7       0.079      1.684e-05
2846        369.8       0.092      1.861e-05
2847        369.9       0.105      2.050e-05
2848        370.0       0.118      2.205e-05
2849        370.2       0.131      2.502e-05
2850        370.3       0.144      2.681e-05
2851        370.4       0.157      2.991e-05
2852        370.6       0.170      3.441e-05
2853        370.7       0.183      3.898e-05
2854        370.8       0.196      4.578e-05
2855        371.0       0.209      5.406e-05
2856        371.1       0.222      6.314e-05
2857        371.2       0.235      7.415e-05
2858        371.3       0.248      8.895e-05
2859        371.5       0.261      1.049e-04
2860        371.6       0.274      1.246e-04
2861        371.7       0.287      1.466e-04
2862        371.9       0.300      1.727e-04
2863        372.0       0.313      2.005e-04
2864        372.1       0.326      2.321e-04
2865        372.3       0.339      2.653e-04
2866        372.4       0.352      3.022e-04
2867        372.5       0.365      3.416e-04
2868        372.6       0.378      3.845e-04
2869        372.8       0.391      4.323e-04
2870        372.9       0.404      4.844e-04
2871        373.0       0.417      5.369e-04
2872        373.2       0.430      5.932e-04
2873        373.3       0.443      6.585e-04
2874        373.4       0.456      7.251e-04
2875        373.6       0.469      7.959e-04
2876        373.7       0.482      8.735e-04
2877        373.8       0.495      9.540e-04
2878        373.9       0.508      1.038e-03
2879        374.1       0.521      1.120e-03
2880        374.2       0.534      1.220e-03
2881        374.3       0.547      1.311e-03
2882        374.5       0.560      1.409e-03
2883        374.6       0.573      1.510e-03
2884        374.7       0.586      1.611e-03
2885        374.9       0.599      1.713e-03
2886        375.0       0.612      1.818e-03
2887        375.1       0.625      1.916e-03
2888        375.2       0.638      2.025e-03
2889        375.4       0.651      2.131e-03
2890        375.5       0.664      2.234e-03
2891        375.6       0.677      2.335e-03
2892        375.8       0.690      2.433e-03
2893        375.9       0.703      2.528e-03
2894        376.0       0.716      2.622e-03
2895        376.2       0.729      2.715e-03
2896        376.3       0.742      2.810e-03
2897        376.4       0.755      2.898e-03
2898        376.5       0.768      2.985e-03
2899        376.7       0.781      3.070e-03
2900        376.8       0.794      3.156e-03
2901        376.9       0.807      3.228e-03
2902        377.1       0.820      3.313e-03
2903        377.2       0.833      3.396e-03
2904        377.3       0.846      3.466e-03
2905        377.5       0.859      3.554e-03
2906        377.6       0.872      3.639e-03
2907        377.7       0.885      3.702e-03
2908        377.8       0.896      3.749e-03
2909        378.0       0.890      3.475e-03
2910        378.1       0.877      3.181e-03
2911        378.2       0.864      2.924e-03
2912        378.4       0.851      2.712e-03
2913        378.5       0.838      2.508e-03
2914        378.6       0.825      2.326e-03
2915        378.8       0.812      2.153e-03
2916        378.9       0.799      2.003e-03
2917        379.0       0.786      1.862e-03
2918        379.1       0.773      1.724e-03
2919        379.3       0.760      1.604e-03
2920        379.4       0.747      1.482e-03
2921        379.5       0.734      1.375e-03
2922        379.7       0.721      1.275e-03
2923        379.8       0.708      1.182e-03
2924        379.9       0.695      1.089e-03
2925        380.1       0.682      1.004e-03
2926        380.2       0.668      9.286e-04
2927        380.3       0.655      8.570e-04
2928        380.4       0.643      7.909e-04
2929        380.6       0.629      7.285e-04
2930        380.7       0.616      6.707e-04
2931        380.8       0.604      6.192e-04
2932        381.0       0.590      5.675e-04
2933        381.1       0.577      5.215e-04
2934        381.2       0.565      4.799e-04
2935        381.4       0.551      4.405e-04
2936        381.5       0.538      4.065e-04
2937        381.6       0.526      3.730e-04
2938        381.7       0.512      3.419e-04
2939        381.9       0.499      3.139e-04
2940        382.0       0.487      2.877e-04
2941        382.1       0.473      2.629e-04
2942        382.3       0.460      2.409e-04
2943        382.4       0.447      2.188e-04
2944        382.5       0.434      1.992e-04
2945        382.7       0.421      1.816e-04
2946        382.8       0.408      1.645e-04
2947        382.9       0.395      1.480e-04
2948        383.0       0.382      1.339e-04
2949        383.2       0.369      1.196e-04
2950        383.3       0.356      1.069e-04
2951        383.4       0.343      9.550e-05
2952        383.6       0.330      8.230e-05
2953        383.7       0.317      7.099e-05
2954        383.8       0.304      6.090e-05
2955        384.0       0.291      5.110e-05
2956        384.1       0.278      4.276e-05
2957        384.2       0.265      3.527e-05
2958        384.3       0.252      2.944e-05
2959        384.5       0.239      2.364e-05
2960        384.6       0.226      1.829e-05
2961        384.7       0.213      1.522e-05
2962        384.9       0.200      1.361e-05
2963        385.0       0.187      1.004e-05
2964        385.1       0.174      8.959e-06
2965        385.3       0.161      7.945e-06
2966        385.4       0.148      7.177e-06
2967        385.5       0.135      5.526e-06
2968        385.6       0.122      5.770e-06
2969        385.8       0.109      5.008e-06
2970        385.9       0.096      4.110e-06
2971        386.0       0.083      4.209e-06
2972        386.2       0.070      3.816e-06
2973        386.3       0.057      3.473e-06
2974        386.4       0.044      2.770e-06
2975        386.6       0.031      2.560e-06
2976        386.7       0.018      2.425e-06
2977        386.8       0.005      1.523e-06
2978        386.9      -0.008      9.118e-07
2979        387.1      -0.021      1.412e-06
2980        387.2      -0.034      1.709e-06
2981        387.3      -0.047      3.785e-07
2982        387.5      -0.060      7.540e-07
2983        387.6      -0.073      1.617e-06
2984        387.7      -0.086      1.297e-06
2985        387.9      -0.099      1.427e-06
2986        388.0      -0.112      9.881e-07
